CountryOrTerritory,StationName,StationCode,StationType,StationArea,PollutantCode,Pollutant,Latitude,Longitude,Altitude,MeasurementRegime,OperationalActivityBegin,OperationalActivityEnd,MeasurementMethodCode,MeasurementMethod,OperationYear,PollutantType,isAir
Germany,Leuna,DEST090,Industrial,Suburban,PTAC062,Sulphur dioxide ,51.321364,12.032141000000001,15.0,Continuous data collection,1998-10-14T23:00:01Z,Not Specified,PMME044,UV fluorescence,1998,air,1
Germany,Lütte (Belzig),DEBB065,Background,Rural-Regional,PTAC013,calcium in PM2.5 ,52.194225,12.561389,545.0,Continuous data collection,2016-12-31T23:00:01Z,2017-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2016,aerosol,0
Germany,Hamburg Kieler Straße,DEHH064,Traffic,Urban,PTAC043,Nitrogen dioxide ,53.564399,9.94458,67.0,Continuous data collection,2001-05-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2001,air,1
Germany,Schmücke,DEUB029,Background,Rural,PTAC010,Cadmium in PM10 ,50.654066,10.769534,215.0,Continuous data collection,2003-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2003,aerosol,0
Germany,Potsdam Zeppelinstr.,DEBB054,Traffic,Urban,PTAC032,magnesium in PM2.5 ,52.393932,13.037474000000001,540.0,Continuous data collection,2009-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2009,aerosol,0
Germany,Westerland,DEUB001,Background,Rural,PTAC014,Carbon dioxide ,54.924967,8.308208,210.0,Continuous data collection,2009-11-03T23:00:01Z,Not Specified,PMME017,Cavity ring down spectroscopy,2009,air,1
Germany,Berlin Schloßstraße,DEBE094,Traffic,Urban,PTAC043,Nitrogen dioxide ,52.458879,13.322497,11.0,Continuous data collection,2017-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2017,air,1
Germany,Kleinwallstadt/Hofstetter Straße,DEBY004,Background,Rural-Near_city,PTAC049,Ozone ,49.869422,9.171544,193.0,Continuous data collection,1993-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,1993,air,1
Germany,München/Stachus,DEBY037,Traffic,Urban,PTAC049,Ozone ,48.137252000000004,11.564924000000001,66.0,Continuous data collection,1977-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,1977,air,1
Germany,Schwartenberg,DESN074,Background,Rural-Regional,PTAC010,Cadmium in PM10 ,50.659096999999996,13.465078,15.0,Continuous data collection,1998-09-30T23:00:01Z,Not Specified,PMME064,Light scattering,1998,aerosol,0
Germany,Hamburg Billwerder II,DEHH075,Traffic,Rural-Near_city,PTAC043,Nitrogen dioxide ,53.518764000000004,10.122063,199.0,Continuous data collection,2006-11-30T23:00:01Z,2010-05-10T24:00:00+01:00,PMME045,Chemiluminescence,2006,air,1
Germany,Krefeld (Hafen),DENW116,Industrial,Suburban,PTAC028,Lead in PM10 ,51.342572,6.670194,73.0,Continuous data collection,2010-12-31T23:00:01Z,2018-12-31T24:00:00+01:00,PMME064,Light scattering,2010,aerosol,0
Germany,Regensburg/Rathaus,DEBY063,Traffic,Urban,PTAC007,Arsenic in PM10 ,49.015245,12.101557000000001,12.0,Continuous data collection,2011-12-31T23:00:01Z,2012-12-31T24:00:00+01:00,PMME064,Light scattering,2011,aerosol,0
Germany,Garmisch-Partenkirchen/Wasserwerk,DEBY196,Background,Rural-Near_city,PTAC045,Nitrogen oxides ,47.477059999999994,11.05722,195.0,Continuous data collection,2015-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2015,air,1
Germany,Zwickau-Werdauer Str.,DESN091,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,50.720405,12.486621000000001,15.0,Continuous data collection,2008-01-31T23:00:01Z,2011-09-22T24:00:00+01:00,PMME064,Light scattering,2008,aerosol,0
Germany,Kaiserslautern-Marienplatz,DERP035,Traffic,Urban,PTAC043,Nitrogen dioxide ,49.441721,7.761271000000001,209.0,Continuous data collection,1996-12-31T23:00:01Z,2013-02-06T24:00:00+01:00,PMME045,Chemiluminescence,1996,air,1
Germany,Tauberbischofsheim,DEBW059,Background,Suburban,PTAC044,Nitrogen monoxide ,49.634840999999994,9.657919,12.0,Continuous data collection,1990-10-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1990,air,1
Germany,Reutlingen Lederstraße-Ost,DEBW147,Traffic,Urban,PTAC028,Lead in PM10 ,48.489329999999995,9.21079,65.0,Continuous data collection,2015-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2015,aerosol,0
Germany,Hamburg Wilhelmsburg,DEHH059,Background,Urban,PTAC028,Lead in PM10 ,53.50793,9.990569,67.0,Continuous data collection,2014-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME064,Light scattering,2014,aerosol,0
Germany,Brandenburg a.d. Havel,DEBB055,Background,Suburban,PTAC028,Lead in PM10 ,52.420442,12.552303,11.0,Continuous data collection,2009-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME064,Light scattering,2009,aerosol,0
Germany,Hürth,DENW058,Industrial,Suburban,PTAC044,Nitrogen monoxide ,50.876179,6.873817999999999,588.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2011,air,1
Germany,Leuna,DEST090,Industrial,Suburban,PTAC063,Toluene ,51.321364,12.032141000000001,635.0,Continuous data collection,1998-10-14T23:00:01Z,Not Specified,PMME004,Gas chromatography,1998,air,1
Germany,Bayreuth/Hohenzollernring,DEBY111,Traffic,Urban,PTAC015,Carbon monoxide ,49.943637,11.570088,66.0,Continuous data collection,2003-07-31T23:00:01Z,2018-01-15T24:00:00+01:00,PMME053,Infrared gas filter correlation,2003,air,1
Germany,Mönchengladbach Aachener Straße 426/428,DENW165,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.18244,6.40995,613.0,Continuous data collection,2004-07-28T23:00:01Z,Not Specified,PMME044,UV fluorescence,2004,air,1
Germany,Vogelsang (Brieskow.-F),DEBB084,Industrial,Suburban,PTAC007,Arsenic in PM10 ,52.179559999999995,14.667088,192.0,Continuous data collection,2009-08-31T23:00:01Z,2011-04-04T24:00:00+01:00,PMME024,Light absorption,2009,aerosol,0
Germany,Großer Eisenberg,DETH040,Background,Rural-Remote,PTAC043,Nitrogen dioxide ,50.619181,10.787135000000001,15.0,Continuous data collection,2016-12-31T23:00:01Z,2018-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2016,air,1
Germany,DHA80 Frankfurt-Griesheim,DEHE053,Background,Urban,PTAC020,Cobalt in PM10 ,50.095453000000006,8.603378999999999,12.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2011,aerosol,0
Germany,Frankfurt-Sindlingen,DEHE009,Background,Urban,PTAC045,Nitrogen oxides ,50.080726,8.515592,12.0,Continuous data collection,2010-12-31T23:00:01Z,2012-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2010,air,1
Germany,Dillingen City,DESL003,Industrial,Urban,PTAC010,Cadmium in PM10 ,49.357861,6.73354,620.0,Continuous data collection,2016-12-31T23:00:01Z,Not Specified,PMME044,UV fluorescence,2016,aerosol,0
Germany,DHA80 Wetzlar-Hermanstein,DEHE057,Background,Urban,PTAC020,Cobalt in PM10 ,50.577931,8.495097,200.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2011,aerosol,0
Germany,"Spremberg, Trattendorf",DEBB085,Industrial,Suburban,PTAC048,o-Xylene ,51.534534,14.383492000000002,64.0,Continuous data collection,2010-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME064,Light scattering,2010,air,1
Germany,"Premnitz, OT Döberitz",DEBB088,Industrial,Suburban,PTAC048,o-Xylene ,52.52401,12.370161999999999,555.0,Continuous data collection,2013-12-31T23:00:01Z,2015-01-01T24:00:00+01:00,PMME045,Chemiluminescence,2013,air,1
Germany,Regensburg/Rathaus,DEBY063,Traffic,Urban,PTAC010,Cadmium in PM10 ,49.015245,12.101557000000001,566.0,Continuous data collection,2011-12-31T23:00:01Z,2012-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2011,aerosol,0
Germany,Düsseldorf Corneliusstraße,DENW082,Traffic,Urban,PTAC030,"m,p-Xylene ",51.213165999999994,6.782538000000001,14.0,Continuous data collection,2001-05-01T23:00:01Z,Not Specified,PMME064,Light scattering,2001,air,1
Germany,Dortmund Steinstraße,DENW101,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.5196,7.464249000000001,207.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2011,air,1
Germany,Halberstadt,DEST044,Background,Urban,PTAC052,Particulate matter < 2.5 µm ,51.896982,11.057442,75.0,Continuous data collection,2016-05-12T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2016,aerosol,0
Germany,Mainz-Parcusstraße,DERP010,Traffic,Urban,PTAC043,Nitrogen dioxide ,50.001026,8.261130999999999,15.0,Continuous data collection,2014-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2014,air,1
Germany,Hanau,DEHE011,Background,Urban,PTAC045,Nitrogen oxides ,50.13577,8.92157,570.0,Continuous data collection,2010-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2010,air,1
Germany,Wittenberge,DEBB063,Background,Suburban,PTAC044,Nitrogen monoxide ,52.99875,11.73846,65.0,Continuous data collection,2002-12-02T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2002,air,1
Germany,Pfinztal Karlsruher Straße,DEBW125,Traffic,Suburban,PTAC028,Lead in PM10 ,49.00371,8.52628,12.0,Continuous data collection,2015-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2015,aerosol,0
Germany,Gelsenkirchen-Bismarck,DENW022,Background,Suburban,PTAC043,Nitrogen dioxide ,51.533640000000005,7.101868,14.0,Continuous data collection,1981-11-30T23:00:01Z,2011-12-31T24:00:00+01:00,PMME045,Chemiluminescence,1981,air,1
Germany,Zugspitze Schneefernerhaus,DEUB044,Background,Rural-Remote,PTAC035,Methane ,47.414436,10.980657,76.0,Continuous data collection,2001-02-28T23:00:01Z,Not Specified,PMME010,Gas chromatography followed by flame ionization detection (GC-FID),2001,air,1
Germany,Rostock-Hohe Düne,DEMV031,Industrial,Urban,PTAC045,Nitrogen oxides ,54.17729,12.09792,200.0,Continuous data collection,2014-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2014,air,1
Germany,Eberswalde Breite Straße,DEBB060,Traffic,Urban,PTAC007,Arsenic in PM10 ,52.832467,13.822211,541.0,Continuous data collection,2015-12-31T23:00:01Z,2017-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2015,aerosol,0
Germany,Aachen-Burtscheid,DENW094,Background,Urban,PTAC051,Particulate matter < 10 µm ,50.754729,6.093826,594.0,Continuous data collection,2002-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME041,Nephelometry + BETA,2002,aerosol,0
Germany,Mannheim-Mitte,DEBW006,Background,Urban,PTAC051,Particulate matter < 10 µm ,49.475758,8.478017,11.0,Continuous data collection,2004-03-28T23:00:01Z,2013-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,2004,aerosol,0
Germany,Bad Hindelang/Oberjoch,DEBY122,Background,Rural-Regional,PTAC044,Nitrogen monoxide ,47.518013,10.404232,197.0,Continuous data collection,2010-06-20T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2010,air,1
Germany,Kempten (Allgäu)/Westendstraße,DEBY031,Background,Suburban,PTAC052,Particulate matter < 2.5 µm ,47.72514,10.306561,66.0,Continuous data collection,2014-12-08T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2014,aerosol,0
Germany,Pirmasens-Innenstadt,DERP060,Background,Urban,PTAC049,Ozone ,49.191996,7.614573,73.0,Continuous data collection,2014-12-09T23:00:01Z,2014-12-31T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,2014,air,1
Germany,Spremberg,DEBB083,Background,Suburban,PTAC043,Nitrogen dioxide ,51.5645,14.3764,11.0,Continuous data collection,2009-05-05T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2009,air,1
Germany,Ulm Zinglerstraße,DEBW138,Traffic,Urban,PTAC043,Nitrogen dioxide ,48.39463,9.98348,12.0,Continuous data collection,2017-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2017,air,1
Germany,Düsseldorf Corneliusstraße,DENW082,Traffic,Urban,PTAC063,Toluene ,51.213165999999994,6.782538000000001,14.0,Continuous data collection,2001-05-01T23:00:01Z,Not Specified,PMME064,Light scattering,2001,air,1
Germany,Nauen,DEBB067,Background,Suburban,PTAC017,chloride in PM2.5 ,52.608608999999994,12.885194,65.0,Continuous data collection,2019-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2019,aerosol,0
Germany,Plauen-DWD,DESN081,Background,Suburban,PTAC049,Ozone ,50.481751,12.130376,15.0,Continuous data collection,2012-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2012,air,1
Germany,Mönchengladbach Friedrich-Ebert-Straße,DENW259,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,51.169434,6.439945,15.0,Continuous data collection,2009-01-08T23:00:01Z,2010-01-03T24:00:00+01:00,PMME019,Tapered Element Oscillating Microbalance (TEOM),2009,aerosol,0
Germany,Lauenburg-Murjahnstraße,DESH058,Background,Urban,PTAC045,Nitrogen oxides ,53.382338,10.540524000000001,15.0,Continuous data collection,2017-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2017,air,1
Germany,Südoldenburg,DENI053,Industrial,Suburban,PTAC043,Nitrogen dioxide ,52.99796,7.94257,70.0,Continuous data collection,2009-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2009,air,1
Germany,Karlsruhe Kriegsstraße,DEBW126,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,49.005359999999996,8.36927,65.0,Continuous data collection,2005-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME064,Light scattering,2005,aerosol,0
Germany,Dortmund Steinstraße,DENW101,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,51.5196,7.464249000000001,14.0,Continuous data collection,2009-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2009,aerosol,0
Germany,Göttingen-Verkehr,DENI068,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,51.5302,9.92833,70.0,Continuous data collection,2013-09-23T23:00:01Z,2018-12-31T24:00:00+01:00,PMME041,Nephelometry + BETA,2013,aerosol,0
Germany,"Spremberg, Trattendorf",DEBB085,Industrial,Suburban,PTAC063,Toluene ,51.534534,14.383492000000002,64.0,Continuous data collection,2010-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME064,Light scattering,2010,air,1
Germany,Mülheim Hofackerstraße 46-48,DENW301,Industrial,Urban,PTAC010,Cadmium in PM10 ,51.431472,6.847664,72.0,Continuous data collection,2011-01-16T23:00:01Z,2017-12-31T24:00:00+01:00,PMME064,Light scattering,2011,aerosol,0
Germany,Ludwigsburg Friedrichstraße,DEBW117,Traffic,Urban,PTAC009,Benzene ,48.8892,9.19003,570.0,Continuous data collection,2003-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2003,air,1
Germany,Eggenstein,DEBW004,Background,Rural-Near_city,PTAC051,Particulate matter < 10 µm ,49.07655,8.40666,65.0,Continuous data collection,1999-04-08T23:00:01Z,Not Specified,PMME064,Light scattering,1999,aerosol,0
Germany,Berlin Wedding,DEBE010,Background,Urban,PTAC049,Ozone ,52.543041,13.349326000000001,557.0,Continuous data collection,1984-10-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,1984,air,1
Germany,Dillingen City,DESL003,Industrial,Urban,PTAC039,Nickel in PM10 ,49.357861,6.73354,15.0,Continuous data collection,2000-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2000,aerosol,0
Germany,Lübeck Gr. Burgstr.,DESH026,Traffic,Urban,PTAC028,Lead in PM10 ,53.872916000000004,10.691036,615.0,Continuous data collection,2004-01-31T23:00:01Z,2013-10-29T24:00:00+01:00,PMME044,UV fluorescence,2004,aerosol,0
Germany,Jena Dammstr.,DETH041,Background,Urban,PTAC051,Particulate matter < 10 µm ,50.933513,11.597062,75.0,Continuous data collection,2000-12-11T23:00:01Z,2011-11-02T24:00:00+01:00,PMME031,Beta ray attenuation,2000,aerosol,0
Germany,München/Landshuter Allee,DEBY115,Traffic,Urban,PTAC045,Nitrogen oxides ,48.149606,11.536513000000001,67.0,Continuous data collection,2004-06-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2004,air,1
Germany,Wittenberg/Dessauer Strasse,DEST092,Traffic,Urban,PTAC028,Lead in PM10 ,51.867471,12.59827,210.0,Continuous data collection,2002-12-31T23:00:01Z,2010-04-18T24:00:00+01:00,PMME031,Beta ray attenuation,2002,aerosol,0
Germany,Neubrandenburg,DEMV003,Traffic,Urban,PTAC043,Nitrogen dioxide ,53.55978399999999,13.26644,13.0,Continuous data collection,2009-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2009,air,1
Germany,Stralsund-Knieperdamm,DEMV025,Traffic,Urban,PTAC045,Nitrogen oxides ,54.319230000000005,13.081010000000001,13.0,Continuous data collection,2011-09-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2011,air,1
Germany,Spreewald,DEBB066,Background,Rural-Regional,PTAC051,Particulate matter < 10 µm ,51.897597999999995,14.057064000000002,545.0,Continuous data collection,2010-03-23T23:00:01Z,2011-01-06T24:00:00+01:00,PMME041,Nephelometry + BETA,2010,aerosol,0
Germany,Wurmberg,DENI051,Background,Rural,PTAC051,Particulate matter < 10 µm ,51.75816,10.61248,70.0,Continuous data collection,2009-12-31T23:00:01Z,2014-10-27T24:00:00+01:00,PMME031,Beta ray attenuation,2009,aerosol,0
Germany,Königs Wusterhausen,DEBB082,Background,Suburban,PTAC051,Particulate matter < 10 µm ,52.294633000000005,13.619784,11.0,Continuous data collection,2011-12-31T23:00:01Z,2014-01-03T24:00:00+01:00,PMME064,Light scattering,2011,aerosol,0
Germany,Bielefeld Stapenhorststraße 59,DENW186,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,52.026236,8.521576,204.0,Continuous data collection,2011-12-31T23:00:01Z,2014-12-31T24:00:00+01:00,PMME041,Nephelometry + BETA,2011,aerosol,0
Germany,Schwartenberg,DESN074,Background,Rural-Regional,PTAC063,Toluene ,50.659096999999996,13.465078,620.0,Continuous data collection,1999-01-14T23:00:01Z,2012-12-31T24:00:00+01:00,PMME004,Gas chromatography,1999,air,1
Germany,Witten-Mitte,DENW375,Industrial,Urban,PTAC051,Particulate matter < 10 µm ,51.433142,7.333622,603.0,Continuous data collection,2017-01-18T23:00:01Z,Not Specified,PMME044,UV fluorescence,2017,aerosol,0
Germany,Friedrichshafen Maybachstraße,DEBW226,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,47.6567,9.46702,192.0,Continuous data collection,2016-12-31T23:00:01Z,2017-12-31T24:00:00+01:00,PMME024,Light absorption,2016,aerosol,0
Germany,Murg Hauptstraße,DEBW150,Traffic,Suburban,PTAC043,Nitrogen dioxide ,47.55362,8.02117,192.0,Continuous data collection,2007-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME024,Light absorption,2007,air,1
Germany,Schauinsland,DEUB004,Background,Rural-Regional,PTAC035,Methane ,47.913256,7.908035000000001,640.0,Continuous data collection,2000-06-30T23:00:01Z,2011-12-31T24:00:00+01:00,PMME010,Gas chromatography followed by flame ionization detection (GC-FID),2000,air,1
Germany,Neuglobsow,DEUB030,Background,Rural-Regional,PTAC031,magnesium in PM10 ,53.141303,13.031661999999999,76.0,Continuous data collection,2002-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME024,Light absorption,2002,aerosol,0
Germany,Pforzheim,DEBW033,Background,Urban,PTAC028,Lead in PM10 ,48.889039000000004,8.665536,195.0,Continuous data collection,2007-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME028,Non-dispersive infrared spectroscopy (NDIR),2007,aerosol,0
Germany,Worms-Hagenstraße,DERP023,Traffic,Urban,PTAC045,Nitrogen oxides ,49.6287,8.3649,602.0,Continuous data collection,1989-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1989,air,1
Germany,Lüneburger Heide,DENI062,Background,Suburban,PTAC043,Nitrogen dioxide ,53.246959999999994,10.4565,13.0,Continuous data collection,2009-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2009,air,1
Germany,Schauinsland,DEUB004,Background,Rural-Regional,PTAC061,sulphate in PM2.5 ,47.913256,7.908035000000001,15.0,Continuous data collection,2010-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME064,Light scattering,2010,aerosol,0
Germany,Neuwied-Hermannstraße,DERP046,Traffic,Urban,PTAC044,Nitrogen monoxide ,50.431439000000005,7.460717999999999,15.0,Continuous data collection,2008-01-23T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2008,air,1
Germany,Rüsselsheim Rugby-Ring,DEHE111,Traffic,Urban,PTAC043,Nitrogen dioxide ,49.995556,8.424389999999999,12.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2011,air,1
Germany,"Brandenburg, Neuendorfer Str.",DEBB049,Traffic,Urban,PTAC017,chloride in PM2.5 ,52.409309,12.548376,189.0,Continuous data collection,2016-12-31T23:00:01Z,2017-12-31T24:00:00+01:00,PMME024,Light absorption,2016,aerosol,0
Germany,Kassel-Mitte,DEHE013,Background,Urban,PTAC051,Particulate matter < 10 µm ,51.314248,9.483397,12.0,Continuous data collection,2007-12-12T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2007,aerosol,0
Germany,Wiesbaden-Ringkirche,DEHE037,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,50.077191,8.230316,576.0,Continuous data collection,2003-04-10T23:00:01Z,2010-08-19T24:00:00+01:00,PMME031,Beta ray attenuation,2003,aerosol,0
Germany,Krefeld-Inrath,DENW261,Industrial,Urban,PTAC051,Particulate matter < 10 µm ,51.356235999999996,6.529365,71.0,Continuous data collection,2009-01-12T23:00:01Z,2010-01-05T24:00:00+01:00,PMME019,Tapered Element Oscillating Microbalance (TEOM),2009,aerosol,0
Germany,Potsdam Zeppelinstr.,DEBB054,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,52.393932,13.037474000000001,65.0,Continuous data collection,2017-12-31T23:00:01Z,2018-12-31T24:00:00+01:00,PMME064,Light scattering,2017,aerosol,0
Germany,Dreißigacker,DETH026,Background,Rural-Regional,PTAC051,Particulate matter < 10 µm ,50.561754,10.375299,75.0,Continuous data collection,2000-12-20T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2000,aerosol,0
Germany,Köln Turiner Straße,DENW212,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,50.947268,6.957649000000001,206.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2011,aerosol,0
Germany,Potsdam-Zentrum,DEBB021,Background,Urban,PTAC052,Particulate matter < 2.5 µm ,52.401352,13.059944999999999,536.0,Continuous data collection,2011-01-07T23:00:01Z,2012-01-02T24:00:00+01:00,PMME041,Nephelometry + BETA,2011,aerosol,0
Germany,"Cottbus, Bahnhofstr.",DEBB044,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,51.756593,14.327998000000001,187.0,Continuous data collection,2002-09-17T23:00:01Z,2011-05-02T24:00:00+01:00,PMME019,Tapered Element Oscillating Microbalance (TEOM),2002,aerosol,0
Germany,Mönchengladbach Düsseldorfer Straße,DENW100,Traffic,Urban,PTAC039,Nickel in PM10 ,51.169959999999996,6.45889,71.0,Continuous data collection,2007-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2007,aerosol,0
Germany,Kaiserslautern-Rathausplatz,DERP019,Background,Urban,PTAC045,Nitrogen oxides ,49.446000000000005,7.7673,602.0,Continuous data collection,1985-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1985,air,1
Germany,Saarbrücken-Burbach,DESL010,Background,Urban,PTAC043,Nitrogen dioxide ,49.244246999999994,6.948776,15.0,Continuous data collection,1983-06-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1983,air,1
Germany,Oldenburg Heiligengeistwall,DENI143,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,53.142835999999996,8.212083999999999,70.0,Continuous data collection,2014-12-31T23:00:01Z,2017-04-06T24:00:00+01:00,PMME064,Light scattering,2014,aerosol,0
Germany,Allertal,DENI052,Background,Suburban,PTAC049,Ozone ,52.82943,9.62295,581.0,Continuous data collection,2009-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2009,air,1
Germany,Kleinwallstadt/Hofstetter Straße,DEBY004,Background,Rural-Near_city,PTAC052,Particulate matter < 2.5 µm ,49.869422,9.171544,193.0,Continuous data collection,2011-09-19T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2011,aerosol,0
Germany,Ostfriesland,DENI029,Background,Suburban,PTAC044,Nitrogen monoxide ,53.36235,7.207260000000001,71.0,Continuous data collection,2009-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2009,air,1
Germany,Witten-Mitte,DENW174,Industrial,Urban,PTAC028,Lead in PM10 ,51.434302,7.333038,203.0,Continuous data collection,2005-05-30T23:00:01Z,2010-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,2005,aerosol,0
Germany,Neuglobsow,DEUB030,Background,Rural-Regional,PTAC007,Arsenic in PM10 ,53.141303,13.031661999999999,16.0,Continuous data collection,2003-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2003,aerosol,0
Germany,Koblenz-Hohenfelder Straße,DERP045,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,50.359373,7.592242,625.0,Continuous data collection,2010-08-24T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2010,aerosol,0
Germany,Dillingen City,DESL003,Industrial,Urban,PTAC009,Benzene ,49.357861,6.73354,619.0,Continuous data collection,2003-02-28T23:00:01Z,Not Specified,PMME044,UV fluorescence,2003,air,1
Germany,DHA80 Wetzlar-Hermanstein,DEHE057,Background,Urban,PTAC021,Copper in PM10 ,50.577931,8.495097,12.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2011,aerosol,0
Germany,Freiberg Benninger Straße,DEBW154,Traffic,Suburban,PTAC043,Nitrogen dioxide ,48.93795,9.20434,12.0,Continuous data collection,2009-12-31T23:00:01Z,2017-12-31T24:00:00+01:00,PMME064,Light scattering,2009,air,1
Germany,Riedstadt,DEHE043,Background,Rural-Near_city,PTAC033,Manganese in PM10 ,49.825165000000005,8.516798,199.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2011,aerosol,0
Germany,Neuwied-Hafenstraße,DERP021,Background,Urban,PTAC015,Carbon monoxide ,50.424685,7.481378,15.0,Continuous data collection,1987-12-31T23:00:01Z,Not Specified,PMME053,Infrared gas filter correlation,1987,air,1
Germany,Essen-Vogelheim,DENW024,Background,Urban,PTAC044,Nitrogen monoxide ,51.49654,6.980991,584.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2011,air,1
Germany,Ratzeburg,DESH028,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,53.698939,10.775796000000001,616.0,Continuous data collection,2004-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2004,aerosol,0
